f_mesure,PPV,Recall(Sn),accuracy,jaccard_index,mmr,cr,total_score,fitness,avg
0.3732120543383383,0.24690359054030728,0.764105472072583,0.4343505319511158,0.2107951881654702,0.3226113291827953,0.6905890318212593,1.597207603507863,1.6706038234254024,1.5587282805336184
0.43573829879773324,0.3103092431814693,0.7313580946980437,0.47638973211058117,0.2526870370051158,0.3659153936057068,0.7291807718348002,1.783521501243356,1.7903353788764493,1.5728413595743351
0.44342868674888436,0.3214705419685571,0.7144882336263113,0.4792566323943857,0.2549323724740869,0.36760838040861754,0.7068381855111713,1.77280762514276,1.8039967840848048,1.587367942377033
0.44342868674888436,0.3214705419685571,0.7144882336263113,0.4792566323943857,0.2549323724740869,0.36760838040861754,0.7068381855111713,1.77280762514276,1.8039967840848048,1.5994821834914643
0.40318442283254513,0.3130084460334732,0.566345335979586,0.42103547776081235,0.24680181997754752,0.3370342651348301,0.4617467840216655,1.4487672919665882,1.8842881979784067,1.617236374621706
0.4081817427950774,0.3556743909685086,0.4788772327757301,0.4127037292249642,0.26192469249540073,0.33369211603237686,0.3676371022342586,1.3714356535571137,1.9886271299686789,1.6392669703724005
0.4081817427950774,0.3556743909685086,0.4788772327757301,0.4127037292249642,0.26192469249540073,0.33369211603237686,0.3676371022342586,1.3714356535571137,1.9886271299686789,1.6506381218053805
0.4081817427950774,0.3556743909685086,0.4788772327757301,0.4127037292249642,0.26192469249540073,0.33369211603237686,0.3676371022342586,1.3714356535571137,1.9886271299686789,1.661254547069778
0.4081817427950774,0.3556743909685086,0.4788772327757301,0.4127037292249642,0.26192469249540073,0.33369211603237686,0.3676371022342586,1.3714356535571137,1.9886271299686789,1.6781488272518914
0.4081817427950774,0.3556743909685086,0.4788772327757301,0.4127037292249642,0.26192469249540073,0.33369211603237686,0.3676371022342586,1.3714356535571137,1.9886271299686789,1.6918553006301444
0.4081817427950774,0.3556743909685086,0.4788772327757301,0.4127037292249642,0.26192469249540073,0.33369211603237686,0.3676371022342586,1.3714356535571137,1.9886271299686789,1.7105374935873976
0.4081817427950774,0.3556743909685086,0.4788772327757301,0.4127037292249642,0.26192469249540073,0.33369211603237686,0.3676371022342586,1.3714356535571137,1.9886271299686789,1.719885925173676
0.4081817427950774,0.3556743909685086,0.4788772327757301,0.4127037292249642,0.26192469249540073,0.33369211603237686,0.3676371022342586,1.3714356535571137,1.9886271299686789,1.7356155369634751
0.4081817427950774,0.3556743909685086,0.4788772327757301,0.4127037292249642,0.26192469249540073,0.33369211603237686,0.3676371022342586,1.3714356535571137,1.9886271299686789,1.7480621816127866
0.4081817427950774,0.3556743909685086,0.4788772327757301,0.4127037292249642,0.26192469249540073,0.33369211603237686,0.3676371022342586,1.3714356535571137,1.9886271299686789,1.7633791919332507
0.4081817427950774,0.3556743909685086,0.4788772327757301,0.4127037292249642,0.26192469249540073,0.33369211603237686,0.3676371022342586,1.3714356535571137,1.9886271299686789,1.776873334501239
0.4081817427950774,0.3556743909685086,0.4788772327757301,0.4127037292249642,0.26192469249540073,0.33369211603237686,0.3676371022342586,1.3714356535571137,1.9886271299686789,1.7820805869025609
0.4081817427950774,0.3556743909685086,0.4788772327757301,0.4127037292249642,0.26192469249540073,0.33369211603237686,0.3676371022342586,1.3714356535571137,1.9886271299686789,1.78750242357752
0.4081817427950774,0.3556743909685086,0.4788772327757301,0.4127037292249642,0.26192469249540073,0.33369211603237686,0.3676371022342586,1.3714356535571137,1.9886271299686789,1.7973827022525997
0.4081817427950774,0.3556743909685086,0.4788772327757301,0.4127037292249642,0.26192469249540073,0.33369211603237686,0.3676371022342586,1.3714356535571137,1.9886271299686789,1.8067995678892588
0.4081817427950774,0.3556743909685086,0.4788772327757301,0.4127037292249642,0.26192469249540073,0.33369211603237686,0.3676371022342586,1.3714356535571137,1.9886271299686789,1.8196321256796284
0.4081817427950774,0.3556743909685086,0.4788772327757301,0.4127037292249642,0.26192469249540073,0.33369211603237686,0.3676371022342586,1.3714356535571137,1.9886271299686789,1.8260691763933357
0.4081817427950774,0.3556743909685086,0.4788772327757301,0.4127037292249642,0.26192469249540073,0.33369211603237686,0.3676371022342586,1.3714356535571137,1.9886271299686789,1.8353466503510014
